"y0" "y"
101 101.037022786482
101 100.864261120602
101 101.011040913669
101 101.082930902393
101 101.001943993409
101 101.175581386458
101 101.080846471661
101 101.062828406541
101 100.951213723644
101 100.999466216143
101 101.047060964167
101 100.918339924507
101 101.006611782632
101 100.905827872632
101 100.908756958369
101 101.071478768424
101 100.959989474598
100.999698818696 100.990672709547
100.998795456205 100.929147506680
100.997290456679 101.092541605933
100.995184726672 101.159561872666
100.992479534599 100.905143986427
100.989176509965 100.923019313646
100.985277642389 101.048278193171
100.980785280403 100.866808470381
100.975702130039 101.112336323765
100.970031253195 100.969028860095
100.963776065795 101.091881843582
100.956940335732 101.097210223812
100.949528180593 100.946341843022
100.941544065183 100.798812762246
100.932992798835 100.933299780152
100.923879532511 100.929177513671
100.914209755704 100.789389455120
100.903989293123 100.840264953643
100.893224301196 100.811316529838
100.881921264348 100.975876140452
100.870086991109 100.919468805718
100.857728610000 100.783575841596
100.844853565250 100.888254490440
100.831469612303 100.629381154191
100.817584813152 100.866474545795
100.803207531481 100.961193393655
100.788346427627 100.737671609876
100.773010453363 100.614892192608
100.757208846506 100.630146914405
100.740951125355 100.721732635094
100.724247082951 100.673049916252
100.707106781187 100.721276223463
100.689540544737 100.786667343326
100.671558954847 100.627806013335
100.653172842954 100.733637066914
100.634393284164 100.493285058793
100.615231590581 100.612187809609
100.595699304492 100.505184361208
100.575808191418 100.515638367744
100.555570233020 100.612350557351
100.534997619887 100.360197096632
100.514102744193 100.503318581287
100.492898192230 100.727829598006
100.471396736826 100.573643948267
100.449611329655 100.351659065860
100.427555093430 100.344422587396
100.405241314005 100.405543422706
100.382683432365 100.422146741387
100.359895036535 100.352425991272
100.336889853392 100.194390257517
100.313681740399 100.267008088457
100.290284677254 100.262923374029
100.266712757475 100.221543184709
100.242980179903 100.153437084905
100.219101240157 100.226459474757
100.195090322016 100.117734206066
100.170961888760 100.038719102095
100.146730474455 100.201596821538
100.122410675199 99.951957390319
100.098017140330 100.301638405164
100.073564563600 100.026164348944
100.049067674327 99.8605997369152
100.024541228523 99.944974754112
100 99.9209210226564
99.9754587714771 99.8613356714831
99.9509323256726 99.9481712083174
99.9264354364003 99.9645308800517
99.9019828596704 100.040539636909
99.8775893248008 99.7260592136947
99.8532695255446 99.7745894699274
99.8290381112397 99.664171089846
99.8049096779839 99.8016375240375
99.7808987598431 99.6613547447925
99.7570198200967 99.6771754285479
99.733287242525 99.6833310488422
99.7097153227455 99.5804992709627
99.6863182596011 99.6698022058938
99.6631101466078 99.6552653380214
99.640104963465 99.5423722942262
99.617316567635 99.5825281405143
99.594758685995 99.4406584969558
99.5724449065697 99.3601361569089
99.5503886703454 99.399274696978
99.528603263174 99.4794171917386
99.5071018077702 99.560487700949
99.4858972558068 99.4169207332296
99.4650023801129 99.4209177345085
99.4444297669804 99.4471559529705
99.4241918085822 99.5001218980138
99.4043006955076 99.391710774609
99.3847684094194 99.4309255189723
99.3656067158363 99.4184214095907
99.3468271570462 99.4582116932523
99.328441045153 99.187317286278
99.310459455263 99.3132261527713
99.2928932188134 99.1164862574438
99.2757529170485 99.2717634532806
99.259048874645 99.3002635129384
99.2427911534935 99.090596058784
99.2269895466373 99.389958052663
99.2116535723734 99.230567807709
99.1967924685193 98.990191531744
99.1824151868484 99.1406420305784
99.1685303876975 99.033377899626
99.1551464347503 99.1564396454412
99.1422713899997 99.1835633580601
99.1299130088913 99.212453865995
99.1180787356517 99.017621149352
99.1067756988045 99.1313023540458
99.0960107068766 99.0619993617746
99.0857902442965 98.9848106956763
99.0761204674887 98.9490130616738
99.0670072011653 99.202350347854
99.058455934817 99.1243239736666
99.050471819407 99.2290738182538
99.0430596642678 98.8651148251758
99.0362239342046 98.969104079328
99.0299687468055 99.12510854678
99.0242978699615 99.0584483986185
99.0192147195968 99.1461874127534
99.014722357611 98.896339321332
99.0108234900352 98.9230439704136
99.0075204654013 99.1614568757774
99.0048152733278 98.8416334379206
99.0027095433213 98.8932277143255
99.0012045437948 98.8374721759064
99.0003011813038 99.1058186749056
99 99.040293247801
99.0003011813038 99.0679421833078
99.0012045437948 98.9274671606486
99.0027095433213 98.885554400047
99.0048152733278 99.0675301724283
99.0075204654013 99.0501625945959
99.0108234900352 98.9751029965606
99.014722357611 99.049946188022
99.0192147195968 99.1497481807332
99.0242978699615 99.084672261972
99.0299687468055 99.1399228217552
99.0362239342046 99.1351213430994
99.0430596642678 98.950635460834
99.050471819407 99.0123870881021
99.058455934817 99.075792830204
99.0670072011653 99.053598960166
99.0761204674887 98.8739002731165
99.0857902442965 99.1701346249954
99.0960107068766 99.2527354239458
99.1067756988045 99.1053858004639
99.1180787356517 99.0469335461698
99.1299130088913 99.242273197627
99.1422713899997 99.1971783712992
99.1551464347503 99.1834377929168
99.1685303876975 99.2392505921996
99.1824151868484 99.4083121577895
99.1967924685193 99.2614094452667
99.2116535723734 99.1027691506401
99.2269895466373 99.2366144985063
99.2427911534935 99.3514635746822
99.259048874645 99.1746253530682
99.2757529170485 99.2600261699778
99.2928932188134 99.3830345396494
99.310459455263 99.0228207790119
99.328441045153 99.4163851619085
99.3468271570462 99.2059503734253
99.3656067158363 99.374409383991
99.3847684094194 99.5541595929492
99.4043006955076 99.2770708637428
99.4241918085822 99.2095555486078
99.4444297669804 99.4179355552118
99.4650023801129 99.407729802573
99.4858972558068 99.522122865047
99.5071018077702 99.5038510375796
99.528603263174 99.44015991201
99.5503886703454 99.5843251922104
99.5724449065697 99.5320737757036
99.594758685995 99.695376982411
99.617316567635 99.6980972835119
99.640104963465 99.6744591121141
99.6631101466078 99.5446985242934
99.6863182596011 99.7449216459496
99.7097153227455 99.6809965123095
99.733287242525 99.5650364535272
99.7570198200967 99.6784718961944
99.7808987598431 99.8080644559049
99.8049096779839 99.804399690306
99.8290381112397 99.86082490882
99.8532695255446 99.8279258210307
99.8775893248008 99.6962700498655
99.9019828596704 100.170891869840
99.9264354364003 99.8349422962062
99.9509323256726 99.9731229868629
99.9754587714771 99.9912495084622
100 99.977242564992
100.024541228523 100.075880559531
100.049067674327 100.091605107752
100.073564563600 100.181929467591
100.098017140330 100.119245783573
100.122410675199 100.045572700760
100.146730474455 100.166887848242
100.170961888760 99.9374673121974
100.195090322016 100.136852021423
100.219101240157 100.325216004265
100.242980179903 100.242298625676
100.266712757475 100.255479599981
100.290284677254 100.422458812079
100.313681740399 100.300462793265
100.336889853392 100.392453883353
100.359895036535 100.511087966643
100.382683432365 100.421090426893
100.405241314005 100.268560209767
100.427555093430 100.628834344334
100.449611329655 100.512887683719
100.471396736826 100.364820055068
100.492898192230 100.448459752620
100.514102744193 100.478522521713
100.534997619887 100.597838516595
100.555570233020 100.588183765455
100.575808191418 100.650348504381
100.595699304492 100.561498872119
100.615231590581 100.529357750148
100.634393284164 100.720239851317
100.653172842954 100.785718666652
100.671558954847 100.474159559394
100.689540544737 100.656264688068
100.707106781187 100.810231451430
100.724247082951 100.733667125846
100.740951125355 100.719628993065
100.757208846506 100.808002104538
100.773010453363 100.832511120926
100.788346427627 100.833451810403
100.803207531481 100.655409004910
100.817584813152 100.801475744965
100.831469612303 100.806817537822
100.844853565250 100.847042841737
100.857728610000 101.061350788168
100.870086991109 101.011049832645
100.881921264348 100.968386957730
100.893224301196 100.865184457823
100.903989293123 100.941396878997
100.914209755704 101.016045659479
100.923879532511 100.890315054647
100.932992798835 100.785583009998
100.941544065183 100.963209155617
100.949528180593 101.013212496429
100.956940335732 100.749115801805
100.963776065795 100.936806453197
100.970031253195 100.890743629445
100.975702130039 101.070428797402
100.980785280403 101.122465245371
100.985277642389 101.045283991261
100.989176509965 101.051036264699
100.992479534599 100.876831391520
100.995184726672 100.966233228589
100.997290456679 100.933230467553
100.998795456205 100.898474598895
100.999698818696 100.943178961577
101 100.901926069678
